aurrera
172110, 0.01, -0.01, 1.04, 1.71, 0.61, 0.98, -6.20, -43.13, -7.82, 102.12
172235, 0.01, -0.01, 1.00, 1.53, -1.40, 1.46, -6.47, -43.26, -7.93, 102.12
172362, 0.11, 0.01, 0.97, 1.28, -0.92, -3.72, -6.15, -43.88, -8.57, 102.11
172488, 0.13, -0.05, 0.93, 1.59, -0.85, 2.87, -6.59, -43.75, -8.26, 102.12
172615, 0.03, -0.03, 1.07, 1.10, -0.06, 8.30, -6.91, -43.69, -6.52, 102.12
172741, 0.09, 0.04, 1.10, 1.34, -0.12, 4.76, -7.12, -43.38, -6.62, 102.11
172867, -0.05, 0.03, 1.17, 2.75, -2.50, -8.06, -8.87, -43.12, -7.56, 102.11
172993, 0.17, 0.04, 1.01, 1.10, 0.24, -8.91, -8.81, -43.09, -6.31, 102.10
173120, 0.09, 0.04, 0.89, -0.06, 0.18, -6.59, -10.55, -42.31, -7.10, 102.11
173246, -0.01, -0.07, 0.96, 0.85, -0.31, -3.30, -10.24, -42.09, -7.75, 102.10
173372, -0.01, 0.05, 1.04, 1.04, -1.04, 9.28, -11.07, -41.69, -8.20, 102.11
173498, -0.06, 0.02, 1.01, 0.85, -1.22, -5.00, -12.43, -41.50, -10.62, 102.10
173625, 0.11, 0.03, 1.00, 1.28, 0.49, -2.38, -11.78, -41.22, -11.43, 102.11
173752, 0.14, -0.01, 1.01, 1.83, -0.92, -0.43, -11.52, -41.09, -13.72, 102.11
173879, -0.01, 0.05, 1.15, 2.26, -2.50, 6.23, -10.80, -40.63, -16.14, 102.12
174005, 0.02, -0.09, 0.96, 2.08, -0.18, 9.95, -10.74, -39.61, -17.43, 102.11
174131, 0.02, 0.03, 1.01, 0.00, -1.53, -1.71, -9.94, -39.81, -19.63, 102.11
174258, -0.02, 0.00, 1.22, 2.26, 0.00, 1.83, -8.63, -39.36, -20.95, 102.12
174385, -0.03, -0.00, 0.94, 0.31, -1.10, -2.08, -7.31, -38.29, -21.84, 102.11
174512, 0.04, -0.07, 0.99, 2.87, -0.06, -5.37, -6.03, -38.42, -24.27, 102.11
174639, -0.04, 0.06, 0.90, 0.49, -1.34, -5.92, -4.79, -37.87, -22.91, 102.11
174765, -0.19, 0.03, 0.93, 0.55, -1.10, -4.70, -4.06, -37.18, -23.00, 102.11
174891, 0.10, -0.06, 1.04, 2.44, -0.12, -2.01, -3.67, -36.76, -22.39, 102.11
175017, 0.02, -0.11, 0.83, 2.50, 0.06, -2.44, -4.10, -36.44, -21.13, 102.11
175144, -0.03, -0.16, 0.87, 1.89, -0.85, 0.37, -3.99, -35.77, -20.57, 102.11
175271, -0.09, -0.12, 1.06, 2.93, -0.18, 6.41, -3.80, -35.40, -18.95, 102.12
175397, -0.03, -0.06, 0.99, 1.10, -0.79, -2.75, -4.33, -34.80, -19.17, 102.10
175524, -0.05, -0.10, 1.19, 2.62, -1.53, -0.12, -4.50, -34.47, -19.95, 102.11
175651, 0.01, -0.01, 0.84, 0.12, -0.55, -8.06, -3.53, -34.28, -19.67, 102.10
175778, -0.11, -0.14, 1.04, 1.83, -0.12, -7.02, -3.85, -34.20, -18.07, 102.11
175906, -0.03, -0.04, 0.70, 0.18, -1.16, 5.86, -3.92, -34.09, -16.80, 102.10
176032, -0.02, 0.05, 0.80, -1.10, -1.04, -2.44, -4.59, -33.84, -15.99, 102.11
176159, -0.06, 0.03, 1.17, 1.59, -2.08, 2.26, -4.50, -33.59, -16.61, 102.12
176284, 0.01, -0.06, 1.01, 1.10, -0.79, 4.15, -4.96, -34.08, -14.70, 102.11
176411, -0.02, -0.04, 1.16, 1.95, -2.08, 1.04, -4.60, -34.19, -13.17, 102.11
176538, -0.04, -0.14, 0.76, 0.61, -0.61, -2.08, -5.60, -34.96, -10.72, 102.11
176665, -0.15, 0.02, 1.13, 0.18, -2.38, 7.26, -5.43, -35.23, -10.38, 102.11
176791, 0.01, 0.05, 0.97, 0.18, -0.49, 8.36, -6.30, -35.77, -9.29, 102.11
176917, -0.05, -0.00, 1.02, 1.83, -1.16, 1.89, -6.30, -37.85, -6.96, 102.12
177043, 0.03, -0.08, 0.90, 2.20, -0.85, -2.14, -6.01, -38.57, -5.16, 102.11
177170, -0.02, 0.04, 1.11, 2.32, -1.04, -3.36, -6.54, -40.23, -4.92, 102.11
177297, -0.06, -0.02, 0.94, 1.71, -1.83, -7.02, -5.92, -41.16, -3.80, 102.11
177424, -0.05, -0.02, 1.01, 3.42, -1.71, 2.38, -4.81, -43.10, -4.24, 102.11
177551, -0.02, 0.05, 1.07, 0.79, -0.61, 7.08, -5.70, -44.59, -4.64, 102.11
177677, 0.10, 0.06, 1.01, 1.34, -1.40, 4.70, -5.93, -46.15, -5.96, 102.11
177803, 0.02, 0.08, 0.74, 1.77, 0.12, -0.79, -5.58, -47.44, -7.34, 102.10
177928, -0.11, 0.17, 0.98, 1.34, -1.04, 4.15, -5.21, -48.36, -8.81, 102.11
178055, -0.06, 0.11, 0.96, 1.89, -0.67, -2.56, -4.94, -49.17, -10.68, 102.10
178182, -0.08, 0.04, 0.99, 1.46, -1.95, -8.48, -4.13, -49.44, -12.73, 102.11
178309, -0.09, -0.02, 1.15, 2.26, -2.01, -2.08, -3.52, -48.94, -12.74, 102.11
178436, -0.02, -0.03, 0.97, 1.89, 0.00, 4.82, -4.30, -49.43, -13.39, 102.11
178561, -0.04, 0.09, 1.15, 0.98, 0.98, 3.78, -4.58, -49.49, -13.56, 102.11
178687, -0.08, 0.00, 0.85, 0.49, -1.04, 3.23, -5.21, -49.61, -13.35, 102.11
178814, -0.10, 0.00, 1.11, 0.43, -0.98, 2.93, -5.41, -49.52, -13.31, 102.11
178941, 0.01, -0.04, 1.14, 1.16, -0.92, 2.62, -5.85, -49.38, -14.12, 102.11
179069, 0.00, -0.04, 0.82, 1.40, -0.98, 3.91, -6.13, -50.01, -15.49, 102.12
179196, 0.09, 0.03, 1.00, 1.28, -1.16, 2.69, -6.26, -50.22, -15.21, 102.11
179323, 0.03, -0.02, 0.91, 0.67, -0.67, 1.89, -7.12, -50.16, -15.28, 102.11
179449, -0.08, -0.02, 0.78, 1.10, -0.61, 0.85, -6.42, -50.26, -14.27, 102.11
179576, 0.03, 0.02, 0.83, -0.49, 0.12, 4.21, -6.74, -50.33, -14.37, 102.11
179702, -0.02, 0.07, 0.92, 1.16, -0.31, 5.98, -7.25, -50.46, -15.28, 102.11
179829, -0.06, 0.00, 0.79, 1.71, -0.73, 8.61, -7.02, -48.90, -15.99, 102.12
179956, -0.11, 0.04, 0.89, 1.77, -0.49, 12.27, -7.40, -48.73, -15.25, 102.10
180081, 0.02, 0.08, 0.85, -0.37, -0.31, 3.23, -8.44, -48.51, -16.75, 102.11
